MMSI,Ship Name,Global Ship Type,Ship Type,Ship Type Specific,Lenght,Breadth,Max Speed,Average Speed
339485000,DOUBLE D,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,6.0,11.9,12.3
339498000,GRANDILLUSION,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,42.0,8.0,13.2,10.8
339518000,JUSTA DELIA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,44.0,9.0,11.0,9.9
339528000,ARION,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,37.0,7.3,11.9,9.5
339687000,SHADOW,SPECIAL CRAFT,SPECIAL CRAFT,OFFSHORE SUPPLY SHIP,54.75,9.0,15.1,7.1
341400000,KAVARNA,CARGO,CARGO,GENERAL CARGO,113.85,13.19,9.5,7.5
341599000,VEERSEBORG,CARGO,CARGO,GENERAL CARGO,132.2,15.87,16.3,13.2
341607000,ASTRA,SPECIAL CRAFT,DREDGER,HOPPER DREDGER,80.49,15.13,9.5,8.8
341797000,ZAMZAM I,CARGO,CARGO,GENERAL CARGO,92.11,11.54,8.4,6.5
341959000,FIRST LIGHT,TUG,TUG,TUG,22.0,7.0,8.7,7.9
351299000,VERA SU,CARGO,CARGO,GENERAL CARGO,89.21,12.5,8.2,6.9
351302000,DEDEM,CARGO,CARGO,GENERAL CARGO,87.64,12.0,19.2,6.9
351438000,RANIS,CARGO,CARGO,GENERAL CARGO,81.6,11.3,10.5,9.2
351450000,BC GRACE,CARGO,CARGO,BULK CARRIER,170.7,27.5,13.4,12.5
351707000,UNZILE ANA,CARGO,CARGO,GENERAL CARGO,96.3,13.6,10.3,6.4
351750000,ERLE,CARGO,CARGO,GENERAL CARGO,89.95,15.4,11.5,8.3
352003000,MSC MUSICA,PASSENGER,PASSENGER,PASSENGER SHIP,293.8,32.2,19.9,17.0
352005000,NAZMIYE ANA,CARGO,CARGO,GENERAL CARGO,79.02,11.61,8.6,7.7
352150000,CHEER SKY,CARGO,CARGO,CEMENT CARRIER,145.0,22.0,14.0,8.5
352273000,PRETTY NELLY,CARGO,CARGO,GENERAL CARGO,109.7,17.8,11.3,9.4
352437000,KEMAL KURU,CARGO,CARGO,GENERAL CARGO,81.02,14.2,9.1,7.3
352481000,CHAN FONG,TANKER,TANKER,TANKER,36.0,8.0,0.0,8.0
352594000,MSC MAGNIFICA,PASSENGER,PASSENGER,PASSENGER SHIP,293.8,32.3,18.3,16.8
353258000,EASLINE LIANYUNGANG,CARGO,CARGO,CONTAINER SHIP,163.66,26.0,15.5,11.1
353830000,WAGON ALFA,CARGO,CARGO,GENERAL CARGO,118.0,15.0,18.8,7.5
354040000,MUHSINE K,CARGO,CARGO,GENERAL CARGO,88.8,13.5,11.5,8.7
354429000,GLOBAL KOMA,CARGO,CARGO,GENERAL CARGO,190.0,32.26,15.8,10.9
354670000,SEAVEN LUCK,CARGO,CARGO,CEMENT CARRIER,114.8,17.5,12.0,10.8
355253000,TC GRACE,CARGO,CARGO,GENERAL CARGO,89.74,13.17,9.0,8.1
355495000,UNLIMITED 2,CARGO,CARGO,CONTAINER SHIP,89.44,13.02,14.5,9.4
355914000,DIOMAR,OTHER,OTHER,OTHER,33.0,10.0,0.0,7.9
355931000,MSC POESIA,PASSENGER,PASSENGER,PASSENGER SHIP,293.8,32.2,18.9,17.2
356042000,MSC LIRICA,PASSENGER,PASSENGER,PASSENGER SHIP,274.9,28.8,12.4,10.0
356056000,NACC SIRIOS,CARGO,CARGO,CEMENT CARRIER,110.0,18.4,12.8,10.4
356158000,TAO MARINER,CARGO,CARGO,BULK CARRIER,158.15,24.0,9.0,6.2
356196000,BLUE STAR I,CARGO,CARGO,GENERAL CARGO,95.6,15.8,12.8,8.9
356312000,MARIA H,CARGO,CARGO,BULK CARRIER,179.9,28.0,13.0,8.4
356716000,MSC SINFONIA,PASSENGER,PASSENGER,PASSENGER SHIP,274.9,28.8,17.0,16.0
357104000,MAERSK ESMERALDAS,CARGO,CARGO,CONTAINER SHIP,366.0,48.0,20.7,18.6
357155000,SARA LEADER,CARGO,CARGO,VEHICLES CARRIER,199.98,36.0,20.9,18.7
357216000,SM WHITE WHALE1,TANKER,TANKER,CRUDE OIL TANKER,122.66,17.2,15.3,14.0
357250000,BEHCET C,CARGO,CARGO,BULK CARRIER,159.6,23.8,19.9,7.4
357387000,MARE I,CARGO,CARGO,GENERAL CARGO,110.8,18.19,0.0,7.5
357415000,DIMAIZO,CARGO,CARGO,GENERAL CARGO,81.0,14.0,13.3,8.1
357544000,VICTRESS,CARGO,CARGO,GENERAL CARGO,74.9,11.4,11.4,7.5
357621000,PROTEAS II,CARGO,CARGO,GENERAL CARGO,105.5,16.8,17.3,6.9
357704000,OYA STAR,CARGO,CARGO,CEMENT CARRIER,146.07,22.89,13.5,9.0
357858000,LIKA,CARGO,CARGO,CEMENT CARRIER,77.98,12.32,8.6,7.8
364139000,ST.JEAN II,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,25.0,6.0,11.4,6.9
368152290,W,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.6,11.0,13.2,10.0
368886000,USNS YUMA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,NAVAL CRAFT,103.0,28.5,29.9,7.6
368926280,USNS CARSON CITY,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,NAVAL CRAFT,103.0,28.5,10.9,9.8
370288000,SARA STAR,CARGO,CARGO,CONTAINER SHIP,101.11,18.2,12.6,7.2
370316000,SE CARDI,CARGO,CARGO,BULK CARRIER,179.97,30.0,14.8,13.0
370824000,KEREM KARABEKIR,CARGO,CARGO,GENERAL CARGO,101.8,15.8,11.0,7.2
371020000,MUSTAFA HARMANDA,CARGO,CARGO,GENERAL CARGO,86.99,13.5,14.4,9.1
371030000,EZI,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,54.65,10.9,11.4,9.1
371193000,LADY DARYA,CARGO,CARGO,GENERAL CARGO,94.99,13.17,12.3,8.8
371551000,NS EXPLORER,CARGO,CARGO,GENERAL CARGO,89.9,12.85,10.8,8.4
371573000,LEPTIS STAR,CARGO,CARGO,CEMENT CARRIER,121.8,20.0,11.1,7.0
371702000,WHITE STAR,CARGO,CARGO,GENERAL CARGO,129.75,19.0,10.3,6.2
371734000,AHMET CAN,CARGO,CARGO,GENERAL CARGO,81.0,13.6,9.1,8.7
372030000,UTA,CARGO,CARGO,GENERAL CARGO,92.04,11.3,17.0,5.8
372098000,HABIBE ANA,CARGO,CARGO,GENERAL CARGO,96.3,13.95,8.3,7.4
372296000,JOY X,CARGO,CARGO,GENERAL CARGO,116.23,18.0,10.0,6.5
373112000,AK BRAVE,CARGO,CARGO,GENERAL CARGO,101.17,15.96,14.8,7.5
373170000,ZELEK STAR,CARGO,CARGO,GENERAL CARGO,90.0,14.0,8.9,6.0
373237000,LADY NUR,CARGO,CARGO,GENERAL CARGO,82.0,12.5,9.2,6.9
373391000,ALMIRANTE 1,FISHING,FISHING,FISHING VESSEL,76.75,13.5,11.9,9.2
373628000,LADY HAYAT,CARGO,CARGO,GENERAL CARGO,94.68,16.0,11.9,10.9
373774000,TEAL BULKER,CARGO,CARGO,BULK CARRIER,189.99,32.26,13.5,11.2
373794000,JIN RI NO.1,FISHING,FISHING,FISHING,35.0,7.0,14.9,13.0
374202000,ROYAL I,CARGO,CARGO,GENERAL CARGO,129.49,19.0,15.3,6.8
374281000,GUNDEM MAKBULE,CARGO,CARGO,GENERAL CARGO,84.95,14.55,11.0,10.3
374308000,BLUE SAPPHIRE,CARGO,CARGO,BULK CARRIER,179.99,30.0,13.7,9.3
374324000,OVER THE RAINBOW O L,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,35.0,6.0,11.3,11.0
374332000,ALM TEST FRN,TUG,TUG,TUG,42.0,12.0,12.1,10.6
374343000,BARLAS,CARGO,CARGO,GENERAL CARGO,54.0,9.0,10.7,7.6
374365000,LSS SUCCESS,CARGO,CARGO,LIVESTOCK CARRIER,69.12,12.02,8.8,6.7
374452000,KLEDES MARY,CARGO,CARGO,GENERAL CARGO,81.7,11.0,10.1,7.4
374475000,EVA LONDON,CARGO,CARGO,BULK CARRIER,199.9,32.26,16.2,10.9
374491000,SC 1,CARGO,CARGO,CEMENT CARRIER,101.5,16.4,11.6,6.3
374663000,HERMITAGE II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,30.0,7.0,13.0,10.3
374732000,MILLA,CARGO,CARGO,GENERAL CARGO,113.12,18.9,13.4,7.5
374757000,AEGEAN ODYSSEY,PASSENGER,PASSENGER,PASSENGER SHIP,140.5,20.82,6.2,5.5
374762000,LADY TUNA,CARGO,CARGO,REEFER,120.75,16.6,13.8,9.7
374911000,IVY 1,CARGO,CARGO,GENERAL CARGO,87.99,11.54,5.5,6.1
375056000,TRUFFALDINO,CARGO,CARGO,GENERAL CARGO,88.95,12.4,9.7,9.0
375166000,STARLET,CARGO,CARGO,GENERAL CARGO,74.91,10.6,9.0,7.0
375369000,ZAYYAN K,CARGO,CARGO,CEMENT CARRIER,80.0,14.81,9.7,8.0
375845000,WHITE RABBIT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,61.45,15.69,10.7,9.7
375854000,LADA 2005,CARGO,CARGO,GENERAL CARGO,98.0,16.0,11.4,8.9
376109000,MIRAGE III,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,32.0,7.0,15.2,9.9
376427000,ANASTASIA K,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.0,8.5,26.9,12.8
376439000,SERENISSIMA,PASSENGER,PASSENGER,PASSENGER SHIP,87.4,13.26,13.6,12.3
376457000,MONET,PASSENGER,PASSENGER,PASSENGER SHIP,68.0,10.09,10.6,8.1
376802000,HAMOURAI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.45,7.0,28.1,7.2
377047000,THREE RIVERS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,34.0,8.0,8.7,7.6
377122000,SOLEA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.19,9.0,10.1,8.8
377551000,BURRASCA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,54.0,12.0,10.6,7.2
377602000,CIVARINA,CARGO,CARGO,GENERAL CARGO,92.65,14.0,9.2,9.0
377618000,STARFIRE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,53.3,9.8,13.1,12.6
377747000,DREAM,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,32.0,6.0,12.1,8.9
378111531,GRACE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,30.0,7.0,17.8,11.8
378112701,AMOENITAS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,21.0,5.0,8.4,6.0
378113164,NECHIDA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,8.0,14.0,10.5
378259000,SIMA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.3,7.6,18.8,11.7
378344000,BLIND DATE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.7,8.83,13.8,11.4
378389000,ASGARD,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,40.0,8.0,10.7,8.7
378394000,AMORE MIO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.0,7.94,19.8,15.2
412000788,00078,FISHING,FISHING,FISHING,21.0,6.0,9.6,8.9
432545000,ASUKA II,PASSENGER,PASSENGER,PASSENGER SHIP,240.96,29.6,16.1,11.8
450542000,BRAVE WARRIOR,CARGO,CARGO,GENERAL CARGO,101.38,15.96,7.9,7.4
450552000,BRAVE KNIGHT,CARGO,CARGO,GENERAL CARGO,101.48,16.04,14.1,11.0
477133800,HAINAN ISLAND,CARGO,CARGO,BULK CARRIER,177.0,28.4,16.0,8.5
503026310,LIVING THE DREAM,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,8.0,5.4,13.6
503040030,AVENTURA,OTHER,OTHER,OTHER,17.0,6.0,11.9,6.5
503052990,LIVING THE DREAM,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,40.0,9.0,20.0,6.8
503087670,TROPHY WIFE,OTHER,OTHER,OTHER,34.0,8.0,5.5,5.6
511100209,ADMIRAL DE RIBAS,CARGO,CARGO,GENERAL CARGO,87.9,12.8,9.7,9.0
511255000,RIVER QUEEN,CARGO,CARGO,GENERAL CARGO,139.95,16.67,8.4,8.0
518100106,VOLGA 4007,CARGO,CARGO,GENERAL CARGO,139.81,16.56,9.9,8.9
518100213,ICE LADY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.4,7.3,11.9,7.8
518100265,ZIAD JUNIOR,CARGO,CARGO,GENERAL CARGO,100.76,16.5,12.1,7.0
518100626,TANGO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,77.7,12.2,21.2,16.7
518100652,BALOO,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,33.0,7.0,12.3,8.9
518903000,ANNABEL II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,30.0,7.0,10.9,9.8
518915000,BLUES,CARGO,CARGO,GENERAL CARGO,99.68,12.5,15.5,21.3
538002883,TEQUILA,TANKER,TANKER,OIL/CHEMICAL TANKER,128.6,20.4,14.4,8.3
538002982,MALBEC,TANKER,TANKER,OIL/CHEMICAL TANKER,183.0,27.0,12.2,6.3
538004721,MOTHER M,CARGO,CARGO,BULK CARRIER,180.0,30.0,14.2,10.2
538005398,STI PIMLICO,TANKER,TANKER,OIL/CHEMICAL TANKER,184.0,27.4,15.7,13.3
538006248,UGUR DADAYLI,CARGO,CARGO,GENERAL CARGO,93.63,14.55,10.4,9.5
538006712,SEVEN SEAS EXPLORER,PASSENGER,PASSENGER,PASSENGER SHIP,224.02,31.0,16.3,14.7
538006842,SIRENA,PASSENGER,PASSENGER,PASSENGER SHIP,181.0,25.46,17.2,15.7
538070468,LIBERTA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,42.0,10.0,10.4,9.5
538070721,SILVER SHALIS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,53.3,9.96,15.4,11.0
538070840,HELIOS 3,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.8,8.9,12.0,10.5
538070873,ER IP2FQQQF,OTHER,OTHER,OTHER,484.0,66.0,14.4,7.9
538070942,ONLY EIGHTY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.6,8.0,8.3,7.5
538071061,BG,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.88,8.86,13.2,10.7
538071066,QUEEN MIRI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,92.0,14.0,14.5,12.9
538071179,FLYING MANTA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,8.1,11.4,10.1
538071191,EXPLORA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.6,8.9,12.0,10.4
538071196,HOME,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.78,8.67,14.9,8.3
538071216,ASTRA V,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,41.15,7.98,0.0,14.6
538071219,AURORA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,9.0,11.4,6.9
538071238,GIRAUD,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.83,8.0,13.4,12.1
538071243,KHALILAH,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,48.5,11.0,18.8,14.8
538071391,LADY PAMELA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,17.0,6.0,0.0,7.9
538080020,HYPERION,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.7,9.56,11.7,9.5
538080046,PERLE BLEUE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,38.0,8.31,11.5,8.7
538080060,TT CASINO ROYALE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,10.0,4.0,14.2,12.7
555555555,TEST DEL,CARGO,CARGO,CARGO,172.0,22.0,0.0,19.9
565626000,ASIATIC NEPTUNE,CARGO,CARGO,CONTAINER SHIP,148.53,22.7,14.3,13.9
577273000,ISARTAL,CARGO,CARGO,GENERAL CARGO,81.8,12.8,9.8,8.4
577285000,PRIMA,CARGO,CARGO,GENERAL CARGO,87.7,12.5,12.7,7.5
577288000,FORTIUS,CARGO,CARGO,GENERAL CARGO,74.91,10.6,7.8,7.1
577300000,773,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,30.0,9.0,12.3,8.9
577302000,ELISA,CARGO,CARGO,GENERAL CARGO,74.0,12.4,8.8,7.6
578000800,LE LYRIAL,PASSENGER,PASSENGER,PASSENGER SHIP,142.1,18.0,9.3,6.9
578001100,LE CHAMPLAIN,PASSENGER,PASSENGER,PASSENGER SHIP,131.46,18.0,12.5,9.4
616886000,KALELI ANA,CARGO,CARGO,GENERAL CARGO,106.56,16.29,16.4,11.2
620050000,AYSHA M,CARGO,CARGO,GENERAL CARGO,97.22,18.2,11.5,9.8
620282000,SEBA,CARGO,CARGO,GENERAL CARGO,74.9,10.5,7.2,5.9
636012702,MAXIMA STAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,38.12,8.7,15.7,12.2
636012771,SAXONA,CARGO,CARGO,GENERAL CARGO,99.8,15.8,15.1,6.5
636016374,OLGA,CARGO,CARGO,BULK CARRIER,148.17,22.8,12.3,9.6
636017872,LEVANTE,TANKER,TANKER,OIL/CHEMICAL TANKER,149.61,24.23,0.0,9.6
636018167,CONTSHIP ECO,CARGO,CARGO,CONTAINER SHIP,125.0,21.0,15.1,7.6
636019119,SANDRA,CARGO,CARGO,GENERAL CARGO,120.0,22.0,16.9,15.1
636019377,CORNELIA,CARGO,CARGO,GENERAL CARGO,175.0,23.1,12.7,9.6
636092733,HARVESTER,CARGO,CARGO,BULK CARRIER,181.0,30.04,15.2,11.0
667001273,S.J.DANA,CARGO,CARGO,GENERAL CARGO,104.0,16.0,13.7,7.9
667001723,CAPTAIN AMIR,CARGO,CARGO,GENERAL CARGO,103.6,16.0,9.2,7.9
667005027,LADY JASMINE,CARGO,CARGO,GENERAL CARGO,105.87,17.56,12.3,7.9
667005041,ERO STAR,OTHER,OTHER,OTHER,69.0,20.0,0.0,8.3
671016100,GHADA A,CARGO,CARGO,GENERAL CARGO,101.17,16.06,18.0,6.5
671310000,ITIDAL,CARGO,CARGO,GENERAL CARGO,89.0,14.22,9.9,8.0
671929000,LADY EVA,CARGO,CARGO,GENERAL CARGO,111.6,18.05,13.4,5.4
672296000,ISKANDER,CARGO,CARGO,GENERAL CARGO,81.0,13.6,9.1,7.2
677032800,EVLOGIA,CARGO,CARGO,GENERAL CARGO,100.0,11.0,7.1,6.3
677048500,MALINSKA,CARGO,CARGO,GENERAL CARGO,55.81,9.94,0.0,6.5
677092400,ZEKO Y,CARGO,CARGO,GENERAL CARGO,127.21,17.8,14.1,11.6
710429000,NE BRASIL,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,130.0,14.0,13.2,8.3
737373737,TEST 737,SEARCH AND RESCUE,SAR,SAR,55.0,11.0,0.0,11.3
983192210,D RIB ARROW,PASSENGER,PASSENGER,PASSENGER,10.0,4.0,7.8,5.8
983192211,RT ARROW,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,13.0,5.0,5.7,14.0
999000002,CT 34884 1V,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,13.0,5.0,13.3,5.9
999999999,TEST AI,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,49.0,10.0,0.0,16.1
224112160,MARISA TERCERA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,30.0,7.0,11.5,10.3
238651710,TRSKA,FISHING,FISHING,FISHING,18.0,4.0,0.0,6.8
538080044,LADY JOY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.85,8.84,11.8,11.4
111111111,62 LUOI C13 P3,OTHER,OTHER,OTHER,10.0,6.0,0.0,0.0
209855000,DUKE II,TUG,TUG,TUG,34.1,11.0,9.6,8.2
215000815,LARIMAR II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,26.0,6.0,13.5,10.8
215072000,VALGARDENA,TANKER,TANKER,OIL/CHEMICAL TANKER,184.32,27.4,14.2,11.4
215666000,AMARE II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.78,8.0,13.1,12.2
229113000,YOUR WISDOM,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,39.0,10.0,26.9,22.4
229426000,BLISS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,44.17,9.0,15.6,13.8
229617000,PHOENIX2,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,90.01,14.2,14.9,14.2
232006498,ABLE ONE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,7.0,10.1,7.9
235116083,BUSHIDO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,38.0,7.0,12.0,10.9
238003140,ATLANTIC,PASSENGER,PASSENGER,PASSENGER,37.0,8.0,8.5,7.6
238032540,MELODY,PASSENGER,PASSENGER,PASSENGER,41.0,9.0,9.4,8.4
238052740,ADMIRAL,PASSENGER,PASSENGER,PASSENGER,45.0,9.0,8.8,8.2
238054000,MALA SIRENA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,26.65,9.02,19.9,18.7
238060740,GRADINA1,PASSENGER,PASSENGER,PASSENGER,39.0,8.0,6.8,6.6
238081240,ROMANTIC STAR,PASSENGER,PASSENGER,PASSENGER,46.0,9.0,0.0,6.6
238101740,DALMATINO,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,43.0,8.0,8.7,7.3
238113840,LASTOVO,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,72.7,13.67,14.9,14.2
238114140,POSTIRA,CARGO,CARGO,PASSENGER/CARGO SHIP,44.61,8.46,12.0,11.1
238119940,KOMIZA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,26.67,9.0,0.0,18.1
238211140,MARKOC JEDAN,FISHING,FISHING,FISHING,21.0,6.0,8.3,7.5
238299299,UGOR,FISHING,FISHING,FISHING,20.0,9.0,7.5,6.9
238320540,RTOP 21,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,45.0,8.0,18.8,13.9
238331840,SVETI ANTE,FISHING,FISHING,FISHING,18.0,4.0,7.6,6.1
238377440,STELLA MARIS,CARGO,CARGO,PASSENGER/CARGO SHIP,44.71,8.21,9.9,9.4
238407140,SVJETLICA,FISHING,FISHING,FISHING,18.0,5.0,8.1,7.1
238536710,PIETAS IULIA,FISHING,FISHING,FISHING,18.0,4.0,8.4,8.1
238557240,VOGA,FISHING,FISHING,TRAWLER,30.71,6.99,9.7,9.1
238687340,LADY GITA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,43.0,8.0,8.4,7.1
238769140,NEPTUN I,FISHING,FISHING,FISHING VESSEL,39.9,8.65,12.7,11.9
238777340,DINKO,FISHING,FISHING,TRAWLER,39.9,8.65,0.0,7.5
238778540,NEPTUN II,FISHING,FISHING,FISHING VESSEL,39.8,8.65,12.3,11.8
238836740,BOZO,FISHING,FISHING,TRAWLER,20.0,9.0,10.2,8.0
238932340,RTOP 42,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,45.0,8.0,17.1,15.3
238987910,PREKO,FISHING,FISHING,FISHING VESSEL,27.74,6.0,10.2,9.4
238998210,MIRNA DVA,FISHING,FISHING,FISHING,21.0,6.0,9.1,7.1
247271400,MAGNIFICA,TANKER,TANKER,OIL/CHEMICAL TANKER,175.97,31.04,12.4,11.1
247282600,ODOARDO AMORETTI,TANKER,TANKER,OIL/CHEMICAL TANKER,140.0,22.0,13.5,12.4
248217000,OMATHILDE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.0,10.0,13.9,13.1
249175000,DRAGON FLY 1,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,36.0,9.0,11.0,7.0
249361000,FIONA,CARGO,CARGO,GENERAL CARGO,108.2,18.2,10.5,8.1
256796000,SAN PAWL,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,35.25,11.5,25.7,18.4
319016400,WHISPER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,36.0,7.0,9.7,8.9
319095000,ALFA FISH,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,12.0,4.0,0.0,8.1
319540000,VIVE LA VIE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.4,11.42,14.7,10.7
319985000,VARSOVIE,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,30.0,6.0,11.2,9.4
339501000,WHITE KNIGHT,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,36.0,7.0,19.4,14.3
354486000,AK PIONEER,CARGO,CARGO,GENERAL CARGO,99.9,19.5,18.8,7.2
357512000,ARDA,CARGO,CARGO,GENERAL CARGO,98.06,14.51,9.9,8.2
357627000,MSC OPERA,PASSENGER,PASSENGER,PASSENGER SHIP,274.9,28.8,19.9,19.2
372371000,GEM STAR,CARGO,CARGO,GENERAL CARGO,177.0,28.6,12.7,10.2
372589000,RED STAR 1,PASSENGER,PASSENGER,PASSENGER,100.0,18.0,0.0,0.0
378111881,BELLE ANNA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.95,8.6,12.0,11.0
378112046,LIGHT HOLIC,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.5,10.21,13.8,11.3
378327000,QUEST R,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.0,8.0,14.6,10.6
518100714,ALL ABOUT U,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,11.0,13.7,13.4
538004639,SAINT VASSILIOS,CARGO,CARGO,BULK CARRIER,181.1,30.04,14.5,11.0
538005893,ECO FLEET,TANKER,TANKER,OIL/CHEMICAL TANKER,184.0,27.4,13.7,11.6
538070599,TT INCEPTION,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,59.5,10.21,31.7,5.8
538070685,DREAMER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,41.0,8.0,9.3,7.4
538071020,QUARANTA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,33.7,9.0,10.5,8.5
538071076,CALLIOPE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.28,8.23,12.9,9.7
620042000,DIAA,CARGO,CARGO,GENERAL CARGO,96.32,12.45,9.0,7.5
677040700,CROATIA,CARGO,CARGO,GENERAL CARGO,100.0,11.0,7.5,5.6
